,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
2253,120,Isosorbide,4,Is there a difference between losartan and Losartan potassium pills?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?']",,,,,
2254,120,Isosorbide,5,Why is my blood pressure still high with medication?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?', 'Is there a difference between losartan and Losartan potassium pills?']",,,,,
2255,120,Isosorbide,6,How do you do the 60 second trick to lower blood pressure?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?', 'Is there a difference between losartan and Losartan potassium pills?', 'Why is my blood pressure still high with medication?']",,,,,
2256,120,Isosorbide,7,What brings blood pressure down in minutes?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?', 'Is there a difference between losartan and Losartan potassium pills?', 'Why is my blood pressure still high with medication?', 'How do you do the 60 second trick to lower blood pressure?']",,,,,
2257,120,Isosorbide,8,Does cinnamon lower blood pressure?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?', 'Is there a difference between losartan and Losartan potassium pills?', 'Why is my blood pressure still high with medication?', 'How do you do the 60 second trick to lower blood pressure?', 'What brings blood pressure down in minutes?']",,,,,
2258,120,Isosorbide,9,What is normal blood pressure by age?,"['Can you take losartan and isosorbide together?', 'What meds should not be taken with losartan?', 'Why is losartan a bad blood pressure medicine?', 'What is better than losartan for high blood pressure?', 'Is there a difference between losartan and Losartan potassium pills?', 'Why is my blood pressure still high with medication?', 'How do you do the 60 second trick to lower blood pressure?', 'What brings blood pressure down in minutes?', 'Does cinnamon lower blood pressure?']",,,,,
2259,121,Pioglitazone,0,What class of drug is pioglitazone?,[],,,,,
2260,121,Pioglitazone,1,Can pioglitazone cause anemia?,['What class of drug is pioglitazone?'],,,,,
2261,121,Pioglitazone,2,What problems is most likely to be caused by pioglitazone?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?']",,,,,
2262,121,Pioglitazone,3,Can pioglitazone cause back pain?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?']",,,,,
2263,121,Pioglitazone,4,Can pioglitazone cause neuropathy?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?']",,,,,
2264,121,Pioglitazone,5,Which of the following side effects is most likely to occur when pioglitazone is taken with other oral medications for diabetes picmonic?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?', 'Can pioglitazone cause neuropathy?']",,,,,
2265,121,Pioglitazone,6,Can you take pioglitazone and jardiance together?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?', 'Can pioglitazone cause neuropathy?', 'Which of the following side effects is most likely to occur when pioglitazone is taken with other oral medications for diabetes picmonic?']",,,,,
2266,121,Pioglitazone,7,Is Jardiance better than pioglitazone?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?', 'Can pioglitazone cause neuropathy?', 'Which of the following side effects is most likely to occur when pioglitazone is taken with other oral medications for diabetes picmonic?', 'Can you take pioglitazone and jardiance together?']",,,,,
2267,121,Pioglitazone,8,What drug could replace Jardiance?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?', 'Can pioglitazone cause neuropathy?', 'Which of the following side effects is most likely to occur when pioglitazone is taken with other oral medications for diabetes picmonic?', 'Can you take pioglitazone and jardiance together?', 'Is Jardiance better than pioglitazone?']",,,,,
2268,121,Pioglitazone,9,What is a substitute for Jardiance 5 500?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause anemia?', 'What problems is most likely to be caused by pioglitazone?', 'Can pioglitazone cause back pain?', 'Can pioglitazone cause neuropathy?', 'Which of the following side effects is most likely to occur when pioglitazone is taken with other oral medications for diabetes picmonic?', 'Can you take pioglitazone and jardiance together?', 'Is Jardiance better than pioglitazone?', 'What drug could replace Jardiance?']",,,,,
2269,121,Pioglitazone,0,What class of drug is pioglitazone?,[],,,,,
2270,121,Pioglitazone,1,Can pioglitazone cause headaches?,['What class of drug is pioglitazone?'],,,,,
2271,121,Pioglitazone,2,Does pioglitazone cause memory loss?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?']",,,,,
2272,121,Pioglitazone,3,Does pioglitazone cause depression?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?']",,,,,
2273,121,Pioglitazone,4,When should pioglitazone be stopped?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?']",,,,,
2274,121,Pioglitazone,5,When to get off diabetes medication?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?', 'When should pioglitazone be stopped?']",,,,,
2275,121,Pioglitazone,6,What do you get free with diabetes?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?', 'When should pioglitazone be stopped?', 'When to get off diabetes medication?']",,,,,
2276,121,Pioglitazone,7,How to reverse diabetes type 2 permanently?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?', 'When should pioglitazone be stopped?', 'When to get off diabetes medication?', 'What do you get free with diabetes?']",,,,,
2277,121,Pioglitazone,8,Is type 2 diabetes serious?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?', 'When should pioglitazone be stopped?', 'When to get off diabetes medication?', 'What do you get free with diabetes?', 'How to reverse diabetes type 2 permanently?']",,,,,
2278,121,Pioglitazone,9,What does diabetes fatigue feel like?,"['What class of drug is pioglitazone?', 'Can pioglitazone cause headaches?', 'Does pioglitazone cause memory loss?', 'Does pioglitazone cause depression?', 'When should pioglitazone be stopped?', 'When to get off diabetes medication?', 'What do you get free with diabetes?', 'How to reverse diabetes type 2 permanently?', 'Is type 2 diabetes serious?']",,,,,
2279,122,Hydralazine,0,Why should you not take hydralazine after 6pm?,[],,,,,
2280,122,Hydralazine,1,Can you take carvedilol and hydralazine together?,['Why should you not take hydralazine after 6pm?'],,,,,
2281,122,Hydralazine,2,Is hydralazine hard on the kidneys?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?']",,,,,
2282,122,Hydralazine,3,What is the shot for high blood pressure?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?']",,,,,
2283,122,Hydralazine,4,What is the newest treatment for high blood pressure?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?']",,,,,
2284,122,Hydralazine,5,Is there any permanent cure for high blood pressure?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?', 'What is the newest treatment for high blood pressure?']",,,,,
2285,122,Hydralazine,6,What can I take to sleep if I have high blood pressure?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?', 'What is the newest treatment for high blood pressure?', 'Is there any permanent cure for high blood pressure?']",,,,,
2286,122,Hydralazine,7,What's the best side to sleep on if you have high blood pressure?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?', 'What is the newest treatment for high blood pressure?', 'Is there any permanent cure for high blood pressure?', 'What can I take to sleep if I have high blood pressure?']",,,,,
2287,122,Hydralazine,8,What sleeping position is easiest on the heart?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?', 'What is the newest treatment for high blood pressure?', 'Is there any permanent cure for high blood pressure?', 'What can I take to sleep if I have high blood pressure?', ""What's the best side to sleep on if you have high blood pressure?""]",,,,,
2288,122,Hydralazine,9,How to sleep fast?,"['Why should you not take hydralazine after 6pm?', 'Can you take carvedilol and hydralazine together?', 'Is hydralazine hard on the kidneys?', 'What is the shot for high blood pressure?', 'What is the newest treatment for high blood pressure?', 'Is there any permanent cure for high blood pressure?', 'What can I take to sleep if I have high blood pressure?', ""What's the best side to sleep on if you have high blood pressure?"", 'What sleeping position is easiest on the heart?']",,,,,
2289,122,Hydralazine,0,Why should you not take hydralazine after 6pm?,[],,,,,
2290,122,Hydralazine,1,Does hydralazine affect sleep?,['Why should you not take hydralazine after 6pm?'],,,,,
2291,122,Hydralazine,2,Why is hydralazine a bad drug?,"['Why should you not take hydralazine after 6pm?', 'Does hydralazine affect sleep?']",,,,,
2292,122,Hydralazine,3,What organs does hydralazine affect?,"['Why should you not take hydralazine after 6pm?', 'Does hydralazine affect sleep?', 'Why is hydralazine a bad drug?']",,,,,
2293,122,Hydralazine,4,How long does hydralazine stay in your system?,"['Why should you not take hydralazine after 6pm?', 'Does hydralazine affect sleep?', 'Why is hydralazine a bad drug?', 'What organs does hydralazine affect?']",,,,,
2294,122,Hydralazine,5,How many hours apart should hydralazine be given?,"['Why should you not take hydralazine after 6pm?', 'Does hydralazine affect sleep?', 'Why is hydralazine a bad drug?', 'What organs does hydralazine affect?', 'How long does hydralazine stay in your system?']",,,,,
